Text,Emotion
@AmazonHelp your @AmazonKindle app just went haywire 5 minutes ago  It kicked me out of the book I've been reading  and now repeatedly makes me sign in  only to kick me out again  It's happening using the app both on my tablet and my Android phone  😠 #pissed,Anger
hey @Apple ! Your aippods are JUNK!! My left one just stopped working for literally NO damn reason  I've tried every  solution  reset everything and they still it sill won't work!! 160 bucks down the drain  THANKS!! #Pissed,Anger
Such an annoying ass  U can be an attention seeker or anyone of us really seek attention sometimes but please  if you do it most of the time  all the time  that isnt pleasant sweetie  So stop tryna act cute  That makes u pathetic  😏 #pissed https://t co/2cWBgCwj8L,Anger
@NBA2K  @Ronnie2K  I played a career player game and got no points toward any badges or my points  #pissed #Bullshit #Refund #Piece of shit,Anger
@NBA2K  played a game on my career player and I got no point towards my badges or my points #pissed #refund #popped,Anger
Just spent 2-3+ hours trying to add subtitles to a video  I know how to do it  but my Premiere Pro and mac are soooo slow    Anyway  I just finished it in 10 min with Clideo  Shoutout Clideo  #StoryOfMyLife #PISSED,Anger
I have officially come to the conclusion that Mother Nature is as pissed as a southern mama when she uses your full name  and that she’s trying to teach us all a lesson  The Hard Way  #coronavirus #Covid_19 #MotherNature #pissed #ohboy https://t co/sR2Bfs1GLe,Anger
#pissed why do you at #twitter think you know better than me what I want to see?  Imposing categories and stuff I don't want ,Anger
took a nap  Had a dream I went to insomnia cookies   woke up with nothing  #PISSED 💔☹️,Anger
Me: can I have a diet green tea please?!  Sonic: “uH We dOnT HAvE DiEt gReEn tEa AnYmOrE  ”  #pissed,Anger
I once had an autographed Sean Taylor jersey  My ex spent a lot of money on it back in 2006 for my birthday  She went into my house and took it back when we broke up  Sold it right before he died  I've learn to forgive but not forget  #HTTR #Pissed https://t co/Evn2PFEqmg,Anger
@cbcsports I’m white and I’ve been called a hell of lot worse and no one got in trouble for that? I think they are all biased!! #pissed,Anger
Facebook locked me out  I guess because I logged out and in too often  which I only do because I *can't* uninstall it from my phone    I wouldn't care  but they booted me off messenger too  and that's how I communicate with everyone   #pissed #FuckFacebook,Anger
So sad I’m gonna just give in and do my taxes cause my POS bar job last year literally was incapable of getting me my w2 form  #pissed,Anger
@claudiajordan No  but I do know someone that isn't getting one! #pissed,Anger
Just left my group chat with people I though I could talk to and rant with  getting real sick of people telling me how to feel  If I'm pissed I'm pissed  if you k ow me it will pass  BUT DONT FUCKING TELL ME TO STOP! You're not allowed to tell me how I feel  #realmood #pissed,Anger
@janinegibson That was re him  rather than me    but give it time! #pissed,Anger
So my property company/landlord is trying to force me to let them show my house in order to rent it out after we move  I have declined because I don’t want strangers in my house during this health crisis so now they said I will incur charges #pissed,Anger
@oil_shaeikh @Minatu_Jibril What she said daban  and the answer daban  that's why we still fail to simple instructions  #Pissed,Anger
Well guess #trump is #pissed   his #PresserCOVID19 has side by side chairs??? It was spaced  Not using distance separation  I heard it was 13ft now  This will be #America #death,Anger
Wow man get a notification from my bank that my stimulus money is getting deposited and i check nothing #pissed,Anger
@JohnnyWBoxing I cant even buy a facemask  ordered 40 from @Walmart  10 days ago still not here  I cant believe they cant make millions of those cheap things over night   #shitshow #pissed #cabinfever,Anger
Richard Burton is very hard  Twists those hot light bulbs out  in the cable car  without a wince  #whereeaglesdare #pissed,Anger
Well I hope you all can support me because I have made the decision to suspend my account with @CreditOneBank  indefinitely have wonderful fucking day  @NASCAR @KyleLarsonRacin @GanassiChip     #ISupportKyleLarson #NASCAR #Pissed https://t co/d29T4weKTM,Anger
@donegalclaret If you get any more pissed off Bren you’re probably going to use four ‘verys’ and where will we be then? #pissed,Anger
dont make me go full roy orbison on a mf #pissed,Anger
Sooo I can’t even select a room😒 #PISSED,Anger
Hey @FedEx if your drivers could not throw my package across the porch like a bowling ball that’d be great  I literally watched him from my kitchen window  #pissed #MondayMotivation #mondaythoughts #fedex,Anger
@aboutKP How do I get my grandma's doc to make sure she has her cancer meds in this lovely time of changing everything in the middle of a pandemic trying to kill my grandma is not ok     need #legalhelp #cancertreatmentshouldnotbedelayed #pissed @UHC she's in #assistedliving https://t co/LZ0FfPaMFU,Anger
i need a tolerance break so bad but how the fuck am i supposed to do that in quarantine #pissed 😔,Anger
I was all excited to be back on twitter after almost a year and now that i am back on twitter  i cant think of anything other than Covid-19 and stuff related to it such as Quarantine  routine  etc #pissed,Anger
Anyone else just log out on #dayz xbox and when you relogged you had a whole new character? #pissed,Anger
@eNCA This is really not on   think about the future of our kids and only idiots can do this #pissed,Anger
I just spent 30 min price comparing products on ulta to target and Sephora and strategically adding items to cart to hit the $35 min for free shipping     only to accidentally hit check out &amp  NOT APPLY MY $20 GIFT CARD FML 😒 #pissed,Anger
I’m literally going to jerk my dick off my body tonight no cap  #pissed,Anger
Mood #pissed 🤬 https://t co/RnhYF8cfk5,Anger
I worked my ass off at that Easter egg hunt on Snapchat and I still didn’t get 1st place #pissed #whathasmylifecometo #ispenthoursonit lol,Anger
@Katmeetsmolly Um excuse me you have to ask? You should have already known the answer to that #pissed,Anger
Between you and me  the turnip exchange website SUCKS  #pissed,Anger
it's so annoying I tried updating a few things on my profile and my twitter account got blocked and said I'm under 13  I've had that account since 2012  And it's all gone #pissed,Anger
@TJRodriguez_ @ATVIAssist Crazy thing is I played about 10 games this morning with my cousin and then I got off for a while and I get back on tonight with this issue 😤🤦🏾‍♂️ #pissed,Anger
went to McDonald’s td to buy ice cream but they said didint have any    someone name me ONE McDonald’s that has a 24 hour running ice cream machine #pissed,Anger
I go to this place almost everyday and today I ask for sweet and sour for my fries like always and she really told me I can’t have any because I don’t have anything to use it for  @McDonald’s #pissed #fatpeopleproblems,Anger
@lustrebug i have tickets to tour and harryween and now im #pissed,Anger
@MobilePunch 1 000 seriously I feel         let's leave it at that but seriously!!!!!!!!#pissed ,Anger
Hey @JetBlue  How about we skip the bag fee next time or just dont make it a surprise when you check in   Sincerely   Pissed off traveler that is about to book @SouthwestAir for my return flight  P S  Good thing yall are getting that bailout  Be kind next time  #Easter #pissed https://t co/FQV6ylk6mz,Anger
Nti lockdown paa na @airteltigoghana ɛgyimi wɔ mo network saa no??? @VodafoneGhana na @MTNGhana  too dey fool demma sef as well  GH networks  you can do better in this period  Just fix the mess!!  #StaySafe #Pissed😣,Anger
My parents didn’t even set up an Easter egg hunt #pissed,Anger
Fuck you mfs piece of shit ass page  I’ve been RTing this shit since like 2016 minimum &amp  haven’t even won a fucking sticker  #pissed https://t co/aILU2ghBRx,Anger
I just spend 1 fucking hour scrolling through old James Charles tweets to find the one from a video of a year ago for twitter to decide to kick me out for the app and now I have to spend a hole new hour on this #pissed,Anger
@youcraveteetee Nahhh fam I woke sniffing ready for food get out the bed just to realize I’m at my own dam house lol #pissed,Anger
@1TonyHarding @bouta_nt He can’t even spell  #pissed,Anger
The crab leg truck just changed their date #PISSED,Anger
Our Kathleens not happy 🍺 #EasterSunday #easter #lockdown #pissed #frozenbumhole https://t co/nkoSxkDkRc,Anger
Attempted to dye my hair and that shit came out the same color 🤬🤬 #pissed,Anger
bro i’m tipsy &amp  I just found out I cannot wink i’m #pissed,Anger
Update: cancelled 2 trips today   #pissed,Anger
I'm just strolling down memory lane on Disney Plus and HOUSE OF MOUSE IS NOT ON IT??!!! #pissed,Anger
get someone to say “its seems as though it was already canceled” 🙄🙄 so now i have to wait 5-7 DAYS to get a refund   meaning i still have NO FOOD AND STILL HUNGRY AF 😡😡😡😡 #pissed,Anger
I just fucking #pissed and #cummed and #shitted all over the #floor,Anger
@heyyo_alli Agree 100%  Have seen too many posts of supposed healthcare workers not doing anything remotely resembling social distancing   #pissed,Anger
Fasting Update: I’m hurting ⁣ ⁣ It’s time to get Pissed ⁣ ⁣ There’s no better time to get Pissed than when you think you’re out of the fight ⁣  #pissed #fasting #IF #fight #challenge… https://t co/NlQKGO6Szr,Anger
very disappointed in @Starbucks  I am a nurse and leave my house at 6am to go to work and now they don’t open until 6:30am  #Ineedcoffee #pissed #coronapocalypse,Anger
@realDonaldTrump People are hurting  I'm hurting    We are Losing family members &amp  friends daily  Not working  not able to console parents  siblings or friends &amp  we see the Freakin Leader of These United States talking about nonsense on Twitter  What a disgrace  horrible human! #Pissed #Covid_19,Anger
Still mad I couldn’t get my 1s today  I really hate how popular they’ve become  That was my go-to style when other jordans use to be selling out now it’s hard to get 1s now smh #Pissed,Anger
What would you do if that was your motorcycle¿ #cyclelaw #bikelife #sportbike #pissed #thecyclelaw #trend @cartnarcs https://t co/r5odinBC4z,Anger
I’m sat drinking on my own    dam you lockdown #Covid19UK #coronavirusuk #pissed #drunk,Anger
@AskPayPal @PayPal it has been 24 hours with out being able to acess my account and no reason as to why  I can no longer get my diabetic supplies because I cannot pay for my prescriptions   This is absolutely irritating and wrong!!!! #pissed,Anger
So I see #ImpeachWhitmer trending because y’all are mad you can’t buy paint for a few weeks? What part of PEOPLE ARE FUCKING DYING BECAUSE WE KEEP SPREADING THIS DAMN VIRUS AROUND don’t you understand? Stop being selfish &amp  privileged &amp  go sit down  #pissed,Anger
So a lot of parents don’t care about social distancing  There are about 15 kids out front of my condo playing football  #dracut #dracutma #pissed #dontbeanasshole #dontbestupid,Anger
Whats the matter I dont understand    what the hell is going around   again my Skype id have been blocked     in a week back to back 2 I'd have been blocked     #pissed off,Anger
Hey @caferio is this what you call extra lime and cilantro? Not to mention the lack of sour cream I paid for and the shady issues with my tres leches #ripoff #pissed https://t co/O2gtgaYZ7V,Anger
@Jim_Jordan @lksjackson Actually FBI was in on it !!!! How stupid do you think the American people are? !!+!!!! And we are F N #pissed!!!!,Anger
This Is Fucking Crazy All Stores Are closed  Just 3 stores open around Me Groceriess  only &amp  2 stores Open 1 Mile Away😔   This Shit IS horrible  Cant pay my phone or no cashiers open  Everything Fucking closer!!!! #Pissed #Ny #Tired Yo,Anger
@kaylee_barnard @spencerablevins @LeslieRutledge I emailed the chancellor about it and she basically said suck it up it’s unprecedented times #pissed #riot,Anger
 @realDonaldTrump why are we small businesses who are applying for everything we can just to stay open being told there’s no money? WTH is going on  Thousands of us are going out of business  We’ll remember that in Nov  at that point what dif is it which party is in? #pissed,Anger
@FarrahRochon Ugh! I haven’t been out in 14 days  Go to dunkin donuts and they’re distancing BUT 4 guys getting coffee and no masks on any of them  I  Don’t  Get  People  #pissed,Anger
Drinking game  Drink everytime #prittipatel  makes you feel a bit sick and everytime she says 'unpresidented' #lockdown #pissed,Anger
@ChickfilA I’m gettin tired of y’all giving me Half my mf  fries that I paid for (4th time)     so if I pull back up on sum dumb shit I wrong huh ?🤔🤷🏽‍♂️ #pissed #YallGonnaGetCorona 🖕🏾 https://t co/FB0ryylEXX,Anger
THE FUCKING HITMARKER AT THE BUZZER #goddamnit #pissed #huntshowdown #quickplay #wellspring #tencrispyboiz #facebookgaming #stream #smallstreamer #supportsmallstreamers #pcmasterrace https://t co/fAcOwRDP3G,Anger
Heir Gov  Witchmer from Michigan  has decided that you can't have a neighbor over or hire a landscaper  So now I can't hire someone to mow my 88 yr old mothers lawn  So mom gets to do it  Thanks Gov  dumbass  #pissed,Anger
I'm sorry??? Jan is safe?? No! She killed! #DragRace #RuPaulsDragRace #pissed,Anger
new bio &lt 3 #who #pissed #in #your #cheerios,Anger
#pissed some pornstar I follow just spoiled tonight’s drag race episode 🙂,Anger
@lebaradk I’m very #pissed at your bad service  2 issues: no automatic renewal of my monthly internet subscription and withdrawal of 100kr automatically each month  EVEN THERE IS NO RENEWAL  #Disappointed #help,Anger
Squish squash! #trampled by my feet in spiky heels  Right before @Chelsea19224040 sat down &amp  #pissed https://t co/E1KRqoYfwD,Anger
@SayEntrepreneur All u care about is making money  you don't a give a damn about our health #pissed,Anger
I just want to know how my @HydroFlask flask disappeared from thin air!! #pissed #hydroflask #coralHawaiiedition #ineedanswers,Anger
@B_Slyme_ i am #pissed i’m not watching,Anger
So apparently my delivery was stolen by somebody’s thirsty broke ass and I blame fedex for failing to notify me that my package was on the way or that it was even delivered 😒😡 #pissed,Anger
@zurairi @hannahyeoh @SistersinIslam @KPWKM So #bloody #pissed off,Anger
SUGAR BEAR SAID FUCK DAT   #PISSED IN DA YARD   DAS #NEWYORKSHIT 😛😛😛😛 #MamaJunefromnottohot @WEtv,Anger
Update: my Nintendo switch didn’t come today  It was the only thing that was bringing me joy 🙄 #pissed,Anger
That sucks by only an hour of #LIVEPD #LIVEPDNATION tonight? #Pissed #NotFair,Anger
I hate people like this  giving us a bad name  #pissed https://t co/b1mdu7IZDW,Anger
Apparently you can kill someone in a drunk driving accident and literally have nothing happen to you! Where’s the justice?! Chick is walking free and my husband is in a box on my vanity! #pissed #widow #weneedchange,Anger
Put my recycling (beer cans) in the blue bin tonight  it's nearly full of beer cans from the other flats as well but luckily I had a an empty bottle of shower gel and an empty milk carton to put on top  Made me feel better at least! #StayHomeStaySafe #pissed,Anger
Onto my second bottle of wine #pissed https://t co/K0bEYrFgz9,Anger
@liverbeardy Ha! Just seen what I’ve done #pissed 😆,Anger
Who else is watching Ajax vs Spurs CL semi 2019? #Content #Pissed #Twitter7s,Anger
I don’t like this at all #pissed,Anger
@dis06 @corkdeezal What a fucking let down  Still time for jfk jr to pop out  Giving it until tomorrow morning then unfollowing everything Q  #Pissed #ArrestSomeoneAtleast #AdrenochromeJunkie #BillGatesBioTerrorist #SocialElite #DeepStateCabal,Anger
@_nadia_ross @globalnews Right    lol but the abondonment rates of pets have gone up because of exactly what media says and what @globalnews just did    #pissed,Anger
When the bathroom Mat hella wet after somebody take a shower 🤬🤬🤬 #soggyasssocks #pissed,Anger
@WWG1WGA_PATRIOT I've been #PISSED for decades  I've been wondering why people have chosen to just sit back these past 2 years  and I'm especially interested in knowing why they just willfully ignore how more of their Constitutional rights have been taken ,Anger
Every single day the same shit is on constant repeat     I dont give a damn  I'm #PISSED  You should be too  I am sick of being a pawn in THEIR game  What the hell is it gonna take for all you people to #WAKEUP?!?  #Patience is (not always) a #virtue https://t co/N9RSE6reC2,Anger
As a #csealocal1000 union member I am #pissed that @NYGovCuomo would have the audacity to claim he cant pay the contractually agreed upon raises that were included in the #2020nysbudget #paytheworkers #werenotscapegoats,Anger
@the_wigan_kebab Couldn't make the bog ?   #Pissed,Anger
@LindseyGrahamSC No Lindsey  the 16 000 deaths is a falsified  inflated number and the unemployment is bc of the tyrannical  communist tactics that our OWN government(s) have forced on us  I’m not saying the Chinese aren’t to blame  too   BUT  our government t is just as culpable  #Pissed,Anger
Trying to pill my older cat has got me in the wrong mood this morning #pissed,Anger
I record to much my HD is full can’t even save the shit I just recorded &amp  it’s fire 🔥 #Pissed,Anger
dear @netflix i just want to have a quick talk and discuss WHY IN THE WORLD WOULD YOU TAKE AWAY CORALINE ?!?!?! #pissed,Anger
#Bernie was #manipulated and he knows it  He’s #pissed  #JoeBiden is #unelectable  He’s #cognitively #impaired   for #starters  🙄 https://t co/dQXGq2xDdb,Anger
I hope the asshole that stole my “Show love Spread love” sticker in the mail follows through on life with what the sticker says   #pissed,Anger
I dont fear it at all but you can bet we are ALL pretty #pissed https://t co/wb3XKZ4bi5,Anger
@_MarioHector_ It’s ok but I think im done with them  I worked my ass off for those weapons and I logged in this morning to see my shit gone  #pissed,Anger
@ibemurf007 #Floridian's are #PISSED! #DeSantis &amp  #Scott basically admitted that they purposefully fucked up the #UnEmployment system! Between #Trump's CV19 fuckups that are killing the old folks there &amp  this  #Trump may lose in #Florida in #November!  https://t co/ZfGA40wGon,Anger
To say I’m irritated with elgato capture card is an understatement! Again for some unknown reason the sound just goes out and there is nothing I can do but uninstall and reinstall my elgato and obs studio  Then remake all my scenes yet again  #pissed #grumpy #irritated,Anger
Be me  Take the day off work for major house repair go to @HomeDepot try to rent equipment I have rented 5 times at same place after waiting 11/2 hours in line be told your trucks hitch is bumper mounted     #pissed off   I have spent well over 20k at that place #NeverAgain,Anger
Does social distancing include not just a measure of 2 meters but also people’s fucking vape clouds? Because I just had to walk through one #pissed,Anger
So isayama approves Levi x Petra 😒  ship and let ship  #pissed,Anger
@chelseaGAMA #pissed lmao his little face 😍,Anger
When @FedEx says they attempted to delivery your package  meanwhile I was sitting in the office by the front door no sign of the truck  no doorbell rang  neither of the two dogs barked  But online says they attempted the delivery  well to what house   #pissed,Anger
Pissed off smurf  😡😊  #smurf #pitufo #pissed #fun #cartoons https://t co/ozTiiPW3bS,Anger
10 TIMES! OR MORE TIMES! WAY TOO MANY TIMES @PlayApex @Respawn !!!  YOUR SERVERS CRASHED CLOSE TO  EVERY DAMN TIME I STARTED OR EVEN TRIED TO START A MATCH!!  FIX! YO! SHIT!!  #apexservers #garbage #pissed #bugs #gamerrage #fixit #ApexLegends #Respawn,Anger
feeling #pissed,Anger
Fucking 9 o’clock    I ain’t ate since 11😤🤬😤🤬🤬😤😤😤😤😤#Pissed,Anger
@HelpMeHank Home Depot is Open  and Whitmer/Police are mad because people are buying Bark/Flowers? I'm gonna buy what I want  Small Tobacco Shops are Closed  so People that can't afford packs of cigs are Not Allowed to Buy a Bag of Tobacco BUT Beer/Lottery are Essential?  #PISSED,Anger
@epictalent can we fix this on #knockout #fortnite #pissed https://t co/4a3ANBn78d,Anger
@ChipotleTweets ordering through Doordash is a joke  There's no option for anything extra  This is like 2/3 of what i get picking up through Chipotle online! #pissed https://t co/SI5Jvm05kT,Anger
I can’t even enjoy my fucking high! #pissed,Anger
My stupid ass neighbors behind me tore down the tree that had a mocking bird nest that I had been watching for weeks  As if a pandemic wasn’t enough 😞😤😡 #pissed,Anger
Neither Turtle or Astronaut should be bottom 2 tonight   #pissed #TheMaskedSinger,Anger
@WhiteHouse @realDonaldTrump https://t co/EXWg2H2Sfx Under law you must HAVE INJURED not possibly could  or assume you might    another person! #fear #lies #virus #pissed #manipulation #control #mindcontrol #mandated #martial #law #wakeup #awakening #operation #planned #intuition #lies #propaganda #evil https://t co/e3ZXbicvbZ,Anger
MELANOMA SAYS WEAR A MASK! #russiangirl🇷🇺 #firstlady #melaniatrump #mask #gloves #sexy #vodka #marriage #socialdistancing #models #pimple #orange #cdc #coronaqueen #rusky #thedonald #distancing #pissed #wife @… https://t co/xrNpJCTokG,Anger
