Text,Emotion
"""Thanks Ram,  That seems like a definite improvement.""",Happy
"""great, thanks Joel.""",Happy
"""Thanks!""",Happy
"""Awesome discussion.""",Happy
"""@Subbu: Glad I was able to help.""",Happy
"""Interesting, I just replaced my src with the latest in the trunk and did a compleatly clean build and the problem seems to have gone away.""",Happy
"""Thanks for moving so quickly on this guys.""",Happy
"""thanks Tomas!""",Happy
"""Hey very cool. """,Happy
"""it belongs to faces 1.2 :)""",Happy
"""Thanks for doing that Uma.""",Happy
"""Thanks, Dhruba!""",Happy
"""Looks good.""",Happy
"""I believe in relativity :-)""",Happy
"""Cool - good information to have.  Thanks Lance!""",Happy
"""Great! Awesome work, Nick, and thanks for the clarification, Bill. """,Happy
"""Thanks, Sanjay!""",Happy
"""Enjoy!""",Happy
"""This looks safe also""",Happy
"""Wow, thanks Raghu, that's awesome and will save me a ton of time. """,Happy
"""cool stuff! a good candidate to put on myfaces-commons-utils, so the user can just add the resource handler on its webapp faces-config.""",Happy
"""You're results are awesome Paul. Great work :) Looking forward to see your new JSON parser in trunk whenever you think is ready.""",Happy
"""Thanks for reporting, solved!""",Happy
"""Thanks to Edward and Brock for the reviews.""",Happy
"""Pretty sure this was fixed by the time we released JRuby 1.6.""",Happy
"""Thanks Galder:)""",Happy
"""Awesome!""",Happy
"""bq. OK w/ the latest patch all tests pass for me! Great  Awesome! :)""",Happy
"""Thanks, Ashish!""",Happy
"""Waaaaay cool! I especially like the ""upload file"" option.""",Happy
"""Awesome, you rock, Drew!""",Happy
"""It's OK.""",Happy
"""Awesome - great stuff Maria.  Thanks!""",Happy
