Text,Emotion
"""My bad, had a typo in the subscription e-mail.""",Anger
"""Pull it back in if you think different.""",Anger
"""durrrh, that sucks.""",Anger
"""Fix bad patch""",Anger
"""I think it's time to just close this issue.""",Anger
"""That's pretty unlikely.""",Anger
""" We should not invoke the global synced fieldnumbers shit for every element, only when the setting actually changes""",Anger
"""Doh!""",Anger
"""That's my bad.""",Anger
"""Not only it's the first one in my life I'm seeing multiple ways of closing the same thing, it also conceals programming errors.""",Anger
"""Negative, I am against fetch groups in principle.""",Anger
"""who the fuck is asking for scores, but not the max score, and why does their insanely specialized use case justify all these booleans on a central lucene class. """,Anger
"""You may want to carefully examine your assumption about this.""",Anger
"""which is silly -- bad package encapsulation).""",Anger
"""> I hated that aspect of working for commercial companies.""",Anger
"""I'm confused.""",Anger
"""I'm confused.""",Anger
"""I wholeheartedly agree this API is confusing as hell.""",Anger
"""Bad IE.""",Anger
"""I am planning to use this framework for some new RPCs I am adding.""",Anger
"""Blooper after blooper - I hate SVN.""",Anger
"""Filling diags.log is bad mojo, since it's never rotated.""",Anger
"""What the hell are you waiting for ?""",Anger
"""+1 for this: my bad.""",Anger
"""Ok here is a patch that works. I was stupid enough not to see it...""",Anger
"""umm ... call me crazy, but why are we making this public?""",Anger
"""Not pretty. """,Anger
"""Crap, forgot to verify that this is inconsistant with MRI, it's not.""",Anger
"""Too bad we can't use position:fixed in IE6.""",Anger
"""Shit, there is an dependency. Please go to Preferences -> LDAP -> Entry Editor and enable the option ""Show operational attributes"".""",Anger
"""Turning off hints is basically intended as a ""oh shit, something is broken with hints, let's turn it off"" switch.""",Anger
"""Don't hate me, just throwing this out there.""",Anger
"""Igor is an idiot, and we *do* need gmake.""",Anger
"""Damn it.""",Anger
"""CSS is really confusing sometimes.""",Anger
"""Am I doing something stupid here?""",Anger
"""I didn't do that because that seems bad in hive, so I returned ""null"" from the operation.""",Anger
"""If I get a chance I may even roll it into our dev environment but I am currently in the middle of mem leak hell.""",Anger
"""It seems some of the wrappers in ink_hrtime.h() might no longer be used either, e.g. ink_gettimeofday() is never used, so lets get rid of that shit.""",Anger
"""Damn.""",Anger
"""Gav...(Hoping I'm not teaching you how to suck eggs :) )""",Anger
"""Pull it back in if you think different.""",Anger
"""If that would be the case, this would be bad design.""",Anger
"""Damn it, sry lost the orientation.""",Anger
"""I disagree... and I guess I'm willing to go to bat for this.""",Anger
"""I think the correct resolution is to ensure that the prefix stack mechanism  gets reset each time the XMLReader is used.""",Anger
"""Since this patch is so damn large already I won't be making anymore changes to this other than critical/blocker bug fixes.""",Anger
"""This looks reasonable to me... sucks we have to special case handling of "" ""...""",Anger
"""I think we all know it just sucks.""",Anger
"""My bad.""",Anger
"""But now that I think about it, it may crap out when coming back to read even on a recovered file.""",Anger
"""I always get the same stupid error.""",Anger
"""This is where it gets confusing.""",Anger
"""My bad.""",Anger
"""Damn, I would close this out from the fix to JBSEAM-3742, except the quartz and seampay examples use a custom XML namespace and the XML schema validator is not happy with that.""",Anger
"""My bad.""",Anger
"""This whole thing is really pretty trivial.""",Anger
"""Well, damn.""",Anger
"""I don't care what we do as long as we don't change the attributes in JSP significantly.""",Anger
"""When you install a node module globally it goes into /usr/local where you don't have permissions to move shit into unless you sudo.""",Anger
"""Weird.""",Anger
"""I suspect it has nothing to do with the file system connector or Infinispan connectors, and is simply a (stupid) mistake in the federated join processor.""",Anger
"""Pull it back in if you think different.""",Anger
"""* Replaced TreeMap with an Array of final 'Segment' objects ** (now very slightly faster than trunk) * Rebased for trunk * Removed the patch renaming SSTableReaderTest to SegmentedFileTest  I didn't remove the builder pattern, because the alternative seems pretty ugly (copying the segments array for every append).""",Anger
"""(How bad is this?""",Anger
"""Because, we don't care for this in cases where we there is no node that is down.""",Anger
"""I am an idiot - this was a dupe of GUVNOR-84""",Anger
"""How bad is it?""",Anger
"""I looked at our distributed pom.xml and they're pretty obscure.""",Anger
"""Ie, both at are bad.""",Anger
"""Weird.""",Anger
"""guys... this is so stupid...""",Anger
"""That sucks, why isn't the escape mechanism working?""",Anger
"""Sucks to rush a commit when an issue is under discussion.""",Anger
""" that's some freaky shit ...""",Anger
""" The samples you gave are different.""",Anger
"""PreCommit-HDFS-Build is stuck.""",Anger
"""This is pretty embarassing!""",Anger
"""Aaarrggh, how stupid of mine  to have a System.out, again!""",Anger
"""If I can give you one advice on this one, I'd say this: fuck Derby, use H2 instead as the default embedded database.""",Anger
"""You are messing down deep below hbase in dfs.""",Anger
"""Ah, that was my bad.""",Anger
"""That sounds like some serious buck passing.""",Anger
"""My bad.""",Anger
"""I sure as hell don't want to start attaching models for the sake of detaching them directly afterwards.""",Anger
"""Sun RI sucks, why the hell is saveState() and restoreState() not called with with javax.faces.STATE_SAVING_METHOD = server???""",Anger
"""I'm a pretty strong -0 on this.""",Anger
"""No, it's not off the table, but it's moot unless we decide we want cqlsh in-tree at all.""",Anger
"""Not too bad though, since clearing out commitlog segments is easily done.""",Anger
"""The food is very bad.""",Anger
"""Does this suck?""",Anger
"""Original edited patch was messed up... stupid sed!""",Anger
"""That being said, I'm not totally opposed to making the limit configurable.""",Anger
"""Please close as this is just me being stupid.""",Anger
"""Doh.""",Anger
"""Why the hell do they deliver Duration, if they cannot instantiate it :-/""",Anger
"""This is pretty trivial, just adds three asserts to TestPath#testNormalize.""",Anger
"""If so, a test that succeeds with errors is confusing as hell...""",Anger
""" (In this particular case, Hoss clearly intended to use the no-no word as an intensifier, and not to stir shit.)""",Anger
"""HOLY SHIT!""",Anger
"""@idiot Yeah, I was on that idiot-path for a good while but commons-lang is a hairball, at least where this hashcode making and equals is concerned.""",Anger
"""it's my bad.""",Anger
"""My bad, this is already done.""",Anger
"""I don't care if everything is pretty or not, but we should at least support basic admin functionality in IE IMO (though I have not used it for years for just about anything).""",Anger
"""i suck.""",Anger
"""HADOOP-2949:  - If tarball is specified, HOD no longer validates for the pkgs directory in gridservice-hdfs or mapred sections as these are not going to be used anyway.""",Anger
"""Ok. Stupid user Error here.""",Anger
"""damn this was assigned to you since months.""",Anger
"""Hudson seems to be stuck on this. """,Anger
"""Someone, but I'm not sure who, owes me a public apology here.  /Larry  """,Anger
"""Hmm, that sucks.""",Anger
"""Pull it back in if you think different.""",Anger
"""Please forget last comment, it is incorrect.""",Anger
"""My bad.""",Anger
"""I don't know how the hell my diff program decided to add seemingly random CR chars, but I've removed them now.""",Anger
"""This is pretty trivial.""",Anger
"""My bad, I screwed up the assertion -> RuntimeException transition.""",Anger
"""[~cmccabe]: oh, hell no!""",Anger
"""And I think if we're going to do a sweep up of shit, we should just kill root.""",Anger
"""fuck u""",Anger
"""though I disagree with a signficant amount of statements you made,I don't think we would ever come to agreement anyway.""",Anger
"""Ok, wow, welcome to Linux hell...""",Anger
"""This was my bad.""",Anger
"""Sorry but this is just stupid.""",Anger
"""That's weird.""",Anger
"""Shit, I missed a cast.""",Anger
"""Hmm ... this is quite bad.""",Anger
"""The Async API in http client 4.x really sucks.""",Anger
"""who the hell starts using our jira for typing lessons ?!?""",Anger
"""Of course, it could...  :-)  DOH!""",Anger
"""I'm not entering bogus reports for the hell of it ;)  Matt""",Anger
"""My bad.""",Anger
"""Finally closing this bug from hell.""",Anger
""" Forget the patch for the moment.""",Anger
"""My bad.""",Anger
"""I'm an idiot.""",Anger
"""@Matt... I'm an idiot, I used the wrong patch. Sigh.""",Anger
"""I don't care about code duplication here.""",Anger
"""Then you're pretty well screwed. """,Anger
"""I don't want one-offs like this to become lost and forgotten.""",Anger
"""once per every bad disk).""",Anger
"""It really sucks that there is now way currently to include transitive dependencies.""",Anger
"""This is a pretty awful bug.""",Anger
"""A feature with wrong functionality is as bad as, if not worse than, a bad performance.""",Anger
"""Ugh, well that sucks.""",Anger
"""My Bad.""",Anger
"""Pull it back in if you think different.""",Anger
"""I just hate having no clue what a file is really depending on ;) """,Anger
"""It's not too bad once CacheConfig is in.""",Anger
"""* release of the framework.""",Anger
"""Damn maven!""",Anger
"""Damn, it seemed it didn't work.""",Anger
"""My bad.""",Anger
"""Sorry, I guess I'm against ""never computing this shit""... because you guys think returning NaN is ok. """,Anger
"""Replaced patch with fix to catch more bad variables""",Anger
"""This sucks badly.""",Anger
"""Logger on top of Log4J and its abstract base class for supporting other frameworks.""",Anger
"""In this case, data would pretty much just silently be lost.""",Anger
"""This just seems really evil.""",Anger
"""My bad.""",Anger
"""So, it is stuck somewhere.""",Anger
"""Ah, damn, I thought it was fixed :/  Guillaume ?""",Anger
"""They don't vote, they whine that something (or everything) sucks.""",Anger
"""This is bad.""",Anger
"""Oh man ... it's a fucking precendence problem. """,Anger
"""I'm however very interested in this feature as it is essential to me.""",Anger
"""Stupid user error :)""",Anger
"""For those of us who don't care about ivy in fact lose something - a easy to build hbase.""",Anger
"""Bloody hell !!!""",Anger
