Text,Emotion
There is a lot of folk staying at home right now feeling #anxious 😱and #helpless 😞 b/o #COVID19 🦠- why dont you take back control by volunteering? ❤️❤️❤️#HelpingHands #TeamAwesome #WeCanDoThis https://t co/YJX2jiR1vp,Fear
“Why long-term investors should never sell stocks in a panic!  Link https://t co/NIhWZEwWgD  ℹ️ Do selling #equity a correct option to sustain in #ecosystem ??  #QuestionOfTheDay #Questionbox #investing #Futures #businessNews #BusinessGrowth #Guidance #knowledgeSharing #anxious https://t co/A84tWKZbrS,Fear
Covid-19: #Depression on the rise as lockdown leaves many feeling #lonely &amp  #anxious      We're seeing high rates of mental health problems like depression  anxiety and post-traumatic stress  and these problems are affecting men and women differently   https://t co/YE2lu7L6pF,Fear
Covid-19: #Depression on the rise as lockdown leaves many feeling #lonely &amp  #anxious      We're seeing high rates of mental health problems like depression  anxiety and post-traumatic stress  and these problems are affecting men and women differently   https://t co/hg7jzplJaN,Fear
Feeling anxious by another 3 lockdown? Try this powerful video at home  it will produce a sense of calm  clarity and you will be able to breathe more freely🙏🏻💜#anxiety #anxious #stress #calm #fear #mentalhealth #wellness #bodyflowreflexology #breathe https://t co/erlkRMxJiB,Fear
Feeling low? Get #online support from qualified psychologists Call +91 90008 50001 for appointment #marriage #stress #anxious #anxiety #relationship #therapy https://t co/2gc2ZT7JKr,Fear
People with #depressed mood can feel #sad  #anxious  empty  hopeless  helpless  worthless  guilty  irritable or restless ,Fear
Feeling #stressed #depressed or #anxious &amp  need to speak with someone? Contact @LACDMH Its 24/7 to call 1-800-854-7771 or Text  LA  to 741741  Please take a #screenshot of the pictures &amp  forward to anyone who needs it  Its OK 2 want 2 speak w a stranger during #StayAtHome https://t co/t7ERv5nrgv,Fear
Im about 2 hav interview for college  #artcourse #scared #anxious #stalking #wobbles  I can't speak face 2 face  we're having an email interview  Thank U  4 thinking outside the box  letting me do this diffently  🤞🙏🤞 https://t co/8vZayCm0iX,Fear
Feeling very #anxious about having to go out to the post office today 😟,Fear
How Self-Confident Are You Feeling? - Jason Cornes https://t co/1QsOgh0TJB  #confidence #selfconfident #businesscoach #anxious #bodylanguage #business https://t co/cCGpUgGuu6,Fear
Hang in there everyone  #mentalhealth #MentalhealthduringCovid19 #MentalHealthMatters #COVID19 #InThisTogether #lockdown #thursdaymorning #depression #anxious #ThursdayThoughts #ThursdayMotivation #ThursdayThought #thursdayvibes #anxiety #OCD #ptsd #bpd #endthestigma #bipolar https://t co/xhzw2vUjjJ,Fear
@teamvistryp @bovishomes Greg Fitzgerald  I'm getting very worried about the movement in my front garden  You have the report  I suggest you read it and asap  What a nightmare house Bovis sold me  Step up &amp  take responsibility  #dangerous #fearful #anxious #nightmare #depression https://t co/TB6HeiWsT8,Fear
When feeling #anxious we can find we struggle to #sleep  If you could benefit from learning tips to get a better night’s sleep  why not sign up to our Silvercloud online programmes today   https://t co/qv3GvbhyCl https://t co/nH1c4Udm8z,Fear
Lord  how long will You forget me? Forever? How long will You hide Your face from me? How long will I store up #anxious concerns within me  #agony in my mind every day? How long will my #enemy dominate me? Psalm 13:1-2 HCSB,Fear
Whenever you feel #overwhelmed  #afraid  #anxious or #desperate  turn to your #bookshelf and find that copy of a #TerryPratchett #book -ANY Pratchett book- you're likely to have lying around  settle down with a cup of #tea  and start #reading  Sir Terry is #MedicineForTheSoul  https://t co/UwyuuUDOZy,Fear
Always funny when you’re sure you’ve got a fever this time but it’s totally normal- as usual  #anxious #Covid_19,Fear
who else is consistently checking their bank account 😅 #anxious,Fear
Me logging in every day to Ball State’s student portal to check my grad school application status knowing good and well they aren’t releasing any decisions until mid-May #anxious https://t co/j88UP0kUAn,Fear
My #anxiety has been super high  lately  and having just submitted my first short story  a few days ago  waiting for a response is my go-to obsessive thought    #CoronavirusLockdown #horrorwriter #WritingCommunity #Writer #horrorauthor #anxious https://t co/q5tN5aT8uC,Fear
https://t co/wHTsPhJn9j  But in a new study published by the Journal of the American Medical Association (JAMA) on Friday  experts urge Americans to be cognizant of another threat — mental health issues     #coronavirus #anxiety #anxious #healthy #covid19 #orlando #florida,Fear
Have you listened to Episode Three: Coping with burnout? Listen now to learn what causes burn out and how to cope with it! #WednesdayWisdom #anxious https://t co/FyWtSjrSYk,Fear
Cure your anxiety and stress with #natural #cbd #Vegan #stress #stressrelief #StressControlIrl #stressmanagement #anxiety #AnxietyRelief #anxietypath #anxious #mentalhealth #MentalHealthAwareness #MentalHealthMatters #WednesdayVibes    https://t co/faCEjK9cvi,Fear
Are you feeling really #anxious about #COVID19? Learn some tips on managing pandemic anxiety https://t co/bz9LmMr6SI,Fear
New on the blog! (Link in bio)   God gave me a dream  Maybe you could use one too  right about now?  #blogging #faithblogging #faithblogger #dreams #Jesus #hope #encouragement #anxious #anxiety https://t co/ugjymkC4tT,Fear
Feeling #stressed and #anxious,Fear
Is Anxiety Treatable? Why You Think Anxiety Is Not Curable  and How I Know it Is! https://t co/Tnnqo81yi7 #Anxiety #Anxious #FeelBetter,Fear
Are you feeling #anxious or #depressed? At https://t co/IIy90m3DOP our licensed psychologists offer confidential virtual assessments  psychotherapy  and/or biofeedback/neurofeedback via video or phone to Ontario residents  Contact us now to find our more  https://t co/n11JoafsFD,Fear
“It’s just like the first day of school  only completely different ” Denmark’s primary schools are reopening under a new anti-coronavirus regimen  https://t co/WnGxBufm1X via @WSJ @NEUnion  Interesting to read what schools around the world are doing - all so different #anxious,Fear
Cure your anxiety and stress with #natural #cbd #Vegan #stress #stressrelief #StressControlIrl #stressmanagement #anxiety #AnxietyRelief #anxietypath #anxious #mentalhealth #MentalHealthAwareness #MentalHealthMatters #WednesdayVibes  #southend #essex #uk #overseas https://t co/ANBsP6Fjf4,Fear
Cure your anxiety and stress with #natural #cbd #Vegan #stress #stressrelief #StressControlIrl #stressmanagement #anxiety #AnxietyRelief #anxietypath #anxious #mentalhealth #MentalHealthAwareness #MentalHealthMatters #WednesdayVibes   https://t co/2XgHTAtYBN,Fear
https://t co/LjuoAY0Fg9  Bottled emotions don’t go away  they either blow in toward emotional fears  or blow up into angry or acting out behavior     #children #child #orlando #florida #covid19 #anxiety #anxious #parenting #teens #mom,Fear
If you find yourself worrying about #COVID19  remember that it is normal to feel #anxious  However  if your anxiety is crippling  it could be a sign of an Anxiety Disorder #anxiety #stress #IVKetamine #MentalHealth #OCD #PTSD KetamineTreatment Learn More: https://t co/B0deA0yYSs https://t co/V4NxvQgL6w,Fear
There's no doubt that we're living in a  new normal   Are you feeling #anxious and/or #uncertain over  what if ? @Tridiuum &amp  @PhilaPACT can help  Tune in this Friday for a quick power hour exploring #Employee #MentalHealth &amp  #Wellness #COVID19 Learn More: https://t co/OQdBBnMuyR,Fear
It's not that I don't have doubts  uncertainties and concerns  I've just learned to function while fearful   ~ JLT     an #Anxious woman's take on keeping it moving ,Fear
It goes without saying that we are living in uncertain times and this can leave us feeling #anxious  So how do we look after our #mentalhealth in these unprecedented times    #coronavirus  Check out my latest article: Living With Uncertainty  https://t co/wys77qxP9U via @LinkedIn,Fear
Are the anxious feelings creeping in? It doesn't take much--just scrolling online can get the ball rolling  Edward T  Welch's devotional  A Small Book for the Anxious Heart can help  Learn more at: https://t co/Z3SB1HhUNL  #anxiety #anxious https://t co/539hecBV4Y,Fear
Anyone else taking evening depression naps? 😴 #COVID19 #StayHome  #anxious,Fear
Bout to jump on this conference call #Anxious,Fear
I am a student hypnotherapist taking clients free of charge by phone or zoom during this #COVID19 #StayAtHome #Quarantine if you’re #boredinthehouse #Depressed or #anxious please send a #DM https://t co/0ncVW2ohaw,Fear
Feeling #anxious about #COVID19? Today’s article challenges us to channel that anxious energy into service for others  https://t co/wGXzjMTZmq https://t co/96y2oG0w4K,Fear
I was so #anxious today that my jaw is in pain now ): #work,Fear
Had a really rough day at #work   My coworker was extra stress about my boss being out another week and then giving me a hard time but other than that it was ok  #anxious,Fear
I’m making pizza dough for the first time with fresh yeast as the dried stuff is rarer than hen’s teeth! #Anxious #Lockdown,Fear
Co-worker bothered by a sensitive person? Send this #nervous #HSP #sensitivity #TalentDevelopment #PersonalityTypes #PersonalityAssessments #empath #HighlySensitivePerson #SensitivePeople #anxious #leadership #management #fear #coworker #employees https://t co/GZs7Tjkeiz,Fear
Just 1 a day will cure your anxiety and stress! #stress #stressrelief #StressControlIrl #stressmanagement #anxiety #AnxietyRelief #anxietypath #anxious #mentalhealth #MentalHealthAwareness #MentalHealthMatters #WednesdayVibes  https://t co/FUVRsZ4zeE https://t co/UolNJ9ub1q https://t co/3Zdp6OKqX4,Fear
Feeling #isolated #leftout #lostinterest #nervous and/or #anxious ? X Gym online personal training and group training helps with all of that! @ X Gym https://t co/htw25A4cXn,Fear
Feeling #anxious about #COVID19?  Check out these helpful tips from @CAMHnews https://t co/RXf1OCEDrx  #mentalhealth  #westandtogether https://t co/SU5FdgtHdg,Fear
Sent my first professional blog for review #Anxious #MorningThoughts #Marketing,Fear
Wow I hate this  #anxious,Fear
Did you know that you can control your negative thoughts into a positive one  listen to this new podcast episode &gt &gt  https://t co/RTwp0clGvx  #anxious #anxietyawareness #anxietyattack #mentalillness #anxietyproblems #mentalhealth #mentalhealthawareness #coronavirus https://t co/bYwIdmOTl2,Fear
I find myself #anxious Around #DrugAddicts Jason  Friday the 13th  killkillkilllkillllllhhhuuuuuaaahhhuuuuuhhhaaaaaiiuuuuu,Fear
Anger concerned #pranichealing can support you in this area #anxiety #anxietyproblems #anxious #mcks https://t co/NlGILhgsuV,Fear
SLEEPING BETTER: Founder of @SleepEfficiency Andrew Holmes shares tips for getting a good night's sleep despite feeling #anxious and #stressed  #covid19  https://t co/riVhqmgk8V https://t co/nKH6MUX38A,Fear
#Stressed? You Need a 20 Minute ‘Nature Pill’ If feeling #anxious this study from 2019 says taking at least 20 minutes out of your day to stroll or sit in a place that makes you feel in contact w/ #nature will significantly lower your #stresshormone levels https://t co/DEuYRm36q2,Fear
It is normal to feel fearful and anxious during this time  Talk about your feelings with your partners    #adityabirlahospital #pune #anxious #stressawareness #stressmanagement,Fear
@MirrorMoney Funny how I cancelled for ill health before the 'current situation'  still no refund!  Waiting since the 14th Feb  Fraudulent cancellation emails keep coming through!  You are ruining lives @TUIGroup @TUIUK #Tui #tuirefund #desperate #anxious  https://t co/GXpWFwLjfz https://t co/3p5JCNPmcP,Fear
Have you ever wondered what it’s like to live with anxiety?   I thought I’d write about how it influences my daily routine   #anxiety #mentalhealth #blog #bloggerstribe #bloggers #MHA #emetophobia #anxious  https://t co/H1WMiCxoe7,Fear
Feeling a little #stressed and #anxious during these times? Take the #creative approach to take your mind off things and be at peace even if just for a little bit  💕 #HOL1980  https://t co/KgV8dOKQ26  #mentalhealth #wednesdaymotivation #wednesdaywisdom #WednesdayMorning,Fear
ANXIOUS The #Anxious #Child and the #Crisis of Modern #Parenting - The #Atlantic https://t co/ZQi6XOkSi9 via @GoogleNews #preK #homeschool #wellness #WednesdayMotivation #health #kids #ed #homebound #NJ #freeresources #fun #literacy #games #literacy #story #library #coronavirus,Fear
Some #affirmation for you #anxious days - 1  I have a family who loves me 2  I will focus only on positive thoughts 3  I will stay calm and remain safe at this moment 4  I have survived till now and will still do   #AnxietyRelief #anxietypath  #Covid_19india #LockDownDiary,Fear
Our latest News post gives some #bookrecommendations for #kids who are a little #anxious at the moment  If you have any suggestions  do let us know in the comments below  And head over to the website if you want to read our thoughts on these four fabulous reads! https://t co/9qpOgWUIx0,Fear
We're very fortunate that we have a fantastic #LGBTQ helpline and #counselling service right here in #Carmarthenshire   If you're feeling #anxious or #stressed please don't hesitate to give them a call and TALK! 🏳️‍🌈   Details in the link below 👇👇  #LGBT  https://t co/nXW9GmcWjm,Fear
#anxiety #anxious https://t co/dFYm8A2OCA watch &amp  learn to worry less @ https://t co/V3qGvvOZjm https://t co/7LJTqnDU6i,Fear
Old Luke loves BBB  #illustrations #ilustradores #ilustração #illustrators #ilustracao #ilustraçãodigital #illustration #illustrator #digitalillustration #ansiedade #anxious #anxiety #pic #picoftheday #art… https://t co/9g2BDlzbcC,Fear
#Fear does not stop death  it stops #life   And   #worrying does it take away #tomorrow’s #troubles  it takes away #today’s #peace   Matthew 6:34 “Therefore #DoNotBeAnxious about tomorrow  for tomorrow will be #anxious for itself  Sufficient for the day is its own #trouble ”,Fear
We know that anxiety and stress caused by #cancer doesn't go away during a pandemic  It gets worse    We don`t want any of our Members to feel #anxious or #isolated  when we can offer them support  Donate today  help people cope with cancer from home  https://t co/viFtoN72Qj,Fear
Follow along with #LeavesOnAStream #mindfulness #practice to help with #overthinking and #anxious thoughts  We hope you find it useful  Take time to pause and look after your #MentalWellbeing  https://t co/JG9B5F13fI via @YouTube,Fear
To succeed in a relationship with an #anxious person you must avoid overtaxing him or her with your chaos ,Fear
@Puffy_Tee Hope people feeling #depressed  #stressed and #anxious gets help from this article https://t co/I87KXCQf2u,Fear
@EveyHammond19 Hope people feeling #depressed  #stressed and #anxious gets help from this article https://t co/I87KXCQf2u,Fear
@KohenJaycee Agree  Hope people feeling #depressed  #stressed and #anxious gets help from this article https://t co/I87KXCQf2u,Fear
#mentalhealth #CSA #talk #love  A bit #anxious today  I've got my first specialist counselling session  to help with my #sexualassault #trauma  It's over the phone   This little boy  this man has #survived  no more suffering  Let's hopefully put it aside  move on  A tough day 💚 https://t co/c33ijdKxkI,Fear
Food shop day! Got everyone's lists sorted so just need to pysch myself up and do it      #designatedshopper #clapforkeyworkers  #anxious,Fear
Another clutch from tonight's stream! Those deep inhales man  I get too anxious :v #clip #VALORANT #VALORANTbeta #clutch #headshot #twitch #twitchstream #stream #streaming #viper #spectre #lofimusic #anxious #justbreathe #manbun https://t co/5XViFoYTJA,Fear
Being at #peace in the #present is not easy at this moment but it’s better then the other option of being #depressed or #anxious Good Luck #findyourbestself #livenow #pandemicsurvival #youhavethis https://t co/GduoMyJqxj,Fear
sleep now! #sleep #relaxing #insomnia #breathing #sound #music #stress #anxious #sleep #HealthyAtHome #life #health #healthlife https://t co/BfmkiexDux,Fear
Medition practice #relaxation #Breathe #music #sound #stress #anxious #stressrelief #vlog #HealthyAtHome #spirt #insomnia  #health #lifestyle https://t co/mo5gUFNPL2,Fear
@republic **People who only Blame !!  Only Ranting #ranting  “What you have done to curb #ChineseVirus19  by the way your business is already running and I am sitting idle and reading #news :(  #anxious #21daysLockdownIndia #lockdown #LockdownExtended #NobodyKnowsTheDay #BanChina https://t co/vTvPgpMxnz,Fear
What's the scam? #🤔 #whatishappening #whatisthescam #whatsup #wondering #interesting #plan #whatisyourplan #whatareyouplanning #twitter #worrying #worried #anxious #lifegoeson #English #teachingenglish #language #teachersofenglish #yds #els #toefl #ielts #ingilizce #dil #learn,Fear
he humbled himself in obedience to God and died a criminal’s death on a cross  Philippians 2:8 NLT #motivational #JesusLovesYou #JesusChrist #bibleverses #biblequotes #anxious #church #Christianity #bible #answers #dream #goal #praise #Worship #success #surrender #Amen #God,Fear
Take this opportunity and turn the isolation to your advantage  because the world is improved when its occupants are inspired and motivated  rather than #anxious and #overwhelmed  https://t co/NiEzj3bBlU,Fear
A  PANIC  ATTACK  FEELS  LIKE       #Panic #PanicAttack #anxiety #anxious #PTSD #CPTSD #mentalillness #mentalhealth https://t co/ysdCB7Fc4f,Fear
Spent the entire day trying to sort out assisted living for my uncle who has early onset dementia  Never thought I would be here doing this  I guess it’s becUse I’m the single one  no kids  Falls on me  #exhausted #wired #anxious,Fear
Who would've thought that anxious people would be more anxious now that they were before     !!!  #Anxiety #anxious #coronaviruscr #QuarantineThoughts,Fear
Have a good night #sleep #relax #clams #insomnio #naturephoto #breath #Flag #HealthyAtHome #exercise #habits #stress #anxious https://t co/Y3wZmTspnu,Fear
During this time of #CoronaVirusUpdate our minds will get to us  Here are a few ways to help change our thoughts  #mentalhealth #depressed #anxious https://t co/GsTwHFxxt9,Fear
You need relax down #relax #clams #Breathe #music #naturesound #meditation #yoga #life #lifestyle #HealthyAtHome #insomnio #stress #anxious https://t co/MGPMMgArBB,Fear
Also over the fact that Rona could still be around by the time I give birth and hb can't be in the delivery room with me? Is this a thing? If anyone is seeing this    I need more information please! #anxious #38weeks,Fear
@DrDenaGrayson @Harvard Be careful tweeting the truth about timelines  I mean  I do NOT mean to control you  or  your free speech  but the second I saw/read he headline  I pretty much lierally went catatonic  I'm sticking to 1 day at a time  for any spot of spiritual balance  #Overwhelmed #Anxious,Fear
We were #live and played #Anxious  @thisisface1 thank you for always being great! Had the 🥴 face!  Produced by @PBtheproducer  mixed by @billboardpeeps  Drops the 19th 🙏🏽 https://t co/45a5VDRiAD,Fear
The News Is Making People #Anxious  You’ll Never Believe What They’re Reading Instead   The #coronavirus #pandemic has driven interest in uplifting headlines way  way up  https://t co/l0i3AU4wed  https://t co/gkW8NpdBhX #COVID19 #covid #safety #Philadelphia #Philly #Lockdown,Fear
YOU  WILL SURVIVE  AGAIN #suicideprevention #suicideawareness #anxious #anxiety #panic #depression #depressed #schizophrenia #bipolardisorder https://t co/3ADt3EG73u,Fear
When you feel #anxious about a situation  try asking yourself how you would know that things were okay  Imagine what you would be seeing  hearing and feeling if everything worked out just right  https://t co/PD2d4ZVIws,Fear
You can't tell just by looking at someone what they are dealing with inside  #endthestigma #sicknotweak #depression #depressed #anxious #anxiety #schizophrenia #bipolar#suicideprevention #suicideAwareness https://t co/KANcOjDe7y,Fear
Struggling with #mentalhealth and #anxiety these days? Me too! #anxious #mentalhealthmatters #mentalhealthisreal #struggling #struggle #selflove #loveyourself #selfcare  https://t co/Kz9s4BNNFD,Fear
@IamMultiversal @NewtByrd I so do! I have so much anxiety right now  Does Trump do that 2others or just me? #anxious #coronavirus,Fear
#Anxious April  19TH 🙏🏽 https://t co/mQMGKMI2YL,Fear
It’s always hard to tell the difference between anxiety and heart attacks  since their physical symptoms can feel incredibly similar in individuals  Read more here : https://t co/Uum6iEsLq1  #PlacidWay #Anxiety #HeartAttack #Heart #Health #Anxious #Depression #Life https://t co/dhDmcmLPcM,Fear
I'm the type of #anxious #introvert that hates writing personal emails  but has no problems writing bussiness emails to strangers   The professional  bussiness distance makes me feel safe  Don't judge  That's why formality exists  use it ,Fear
Depression and Anxiety are real - Hope and recovery are real also  #Hope #recovery #healing #mentalhealth #mentalillness #depression #depressed #anxiety #anxious https://t co/KlDijKnNaZ,Fear
This pandemic is fucking with my mental health and it was precarious as it was   #StimulusChecks #StayAtHome #stressed #anxious,Fear
If you are #depressed  you are living the past  If you are #anxious  you are living in the future  If you are at #peace  you are living in the present  Lao Tzu https://t co/7IeBJvyHEc,Fear
https://t co/qfsulJukwX #coronavirus #COVID19 #BREAKING #BreakingNews #stress #anxiety #anxious #anxietypath  Unusual Symptoms ??®️,Fear
One more week   #waiting #praying #hoping #anxious 🙏🏼🤞🏼😬 https://t co/oP1MQWZhSC,Fear
#Tip for #copingwithCOVID  Pay attention to your #emotions  &amp  #fears  They are valid &amp  real  #Selfcare includes recognizing what you're feeling  If you're #anxious or #stressed  check out #FREE #meditationapps at https://t co/Sx6WJsh9TE to find an app that suits you &amp  your needs  https://t co/5CmAeSubJJ,Fear
#Bored? #Anxious? Worried about your physical and mental health after weeks of #SelfIsolation from #coronavirus? See our 9 tips on staying healthy  #CoronavirusPandemic #chronicillness #chronicpain #cpp https://t co/6MprYyXmSY,Fear
Feeling #anxious?  Fragrant #essentialoils can promote a sense of calm and wellbeing  Discover calming  sustainably-sourced essential oils including lavender  ylang ylang  and bergamot here: https://t co/JYbkbAt5WI https://t co/OoCvO6g1dU,Fear
Read my latest #research on #cognitive #emotional #regulation in #anxious #children  published with @SpringerNature in Child Psychiatry &amp  Human Development  Lee mi última #investigación sobre #regulación #cognitivo #emocional en #niños con #Ansiedad publicada por @SpringerNature https://t co/V32yQki9sh,Fear
Do you feel #anxious before an #interview?  https://t co/IhyPP2U9pz,Fear
We're all feeling #anxious about our current situation  but make sure you are taking the time to talk to your kids about what is going on  As we navigate this uncertain time remember to create new routines and don't sweat the small stuff! #COVID19 https://t co/rNuFcYtBFW,Fear
The Surprising Way To Manage Your Anxiety During A Global Pandemic https://t co/5VfiAAzYms #anxiety #anxious #pandemic #COVID19 #coronavirus #health #wellness #wellbeing https://t co/Drzc7f851t,Fear
@MrSheltonTV Similar sights at Tesco Top Valley  people not obeying the one-way system and overtaking each other right in my personal space  Going to take me a while to calm down now! #anxious,Fear
As #coronavirus tears through #nursinghomes #family members are left #anxious and in the dark https://t co/p79jJN1xRl #StayHome #SaveLives #depressionforums org https://t co/319F29QaTC,Fear
#Thankful for the time with #family as we’ve all hunkered down together but my #ADHD is getting loud and ready to go beyond the walls of this house  Oh to walk thru a grocery store again! Can’t wait! #blessed #anxious #nofear #letsgolive,Fear
Life's always been a delicate balance  These days that balance takes more work  The uncertainty &amp  worries can make any of us anxious &amp  moody  This herb will help you cope  Get it directly from us at this link: https://t co/wO1kSc5zCo #anxious #mood #yoga #TuesdayTips #vegan #GF https://t co/OwBTvBaoZn,Fear
@Facebook my account hacked  Money spent  Account disabled  I now have big bill from fraudulent activity  How can you help? #money #Facebook #fraud #hacked #disabled #anxious #help,Fear
I’m starting hospital training today  I am #anxious,Fear
Feeling #lonely #alone #anxious Many people struggle being in #isolation but we are here to help  With flexible rates for #teletherapy contact us for tips to help you manage being in #quarantine #covid @ Bowie … https://t co/Npidpq8HLN,Fear
Help your child to relax and join #pranichealing #anxiety #anxietyproblems #anxious #mcks #children #family https://t co/Slz1R3Lysy,Fear
Is the present situation leaving you #anxious about your health?   It is normal to feel anxious in uncertain times such as these    If you are struggling to manage your anxiety Talking Therapies can help!  Refer yourself online today https://t co/WVJFRkvmyz https://t co/nIQRnoPxRK,Fear
Being pregnant and having a baby is usually thought of as a happy and exciting time  However  we know that for some women and new parents it does not necessarily feel this way  If you struggling to cope  feeling low  #anxious or overwhelmed  we can help: https://t co/IHbA4wMCq5 https://t co/aJNMFlZuwy,Fear
If you’re feeling #anxious  scared  or otherwise off-balance  here are some #emotional #selfcare things you can do   8 Steps to Emotional Self-Care https://t co/4j8CA5u9AJ,Fear
