Text,Emotion
"""Marcelo, thanks for pointing out this; it is now fixed in rev.""",Happy
"""This looks simple and sweet to me.""",Happy
"""Thanks for reminding me; I agree, I'll do it.  """,Happy
"""Hi Edward  Thanks for spotting it.""",Happy
"""Hi Daniel, thanks in advance for your support.""",Happy
"""looks fine, thank you.""",Happy
"""897392 Thanks Sharan ! """,Happy
"""Thanks, Arvind""",Happy
"""Thanks for the very clear explanation of the needed change, Dag.""",Happy
"""Yes please - pull request away, my friend!""",Happy
"""I would love it in 3.3.2, will upload a patch for that version.""",Happy
"""Thanks to Fabrizio for the patch.""",Happy
"""Cheers,  Ashwin...""",Happy
"""Thanks, Jing!""",Happy
"""thanks henry!""",Happy
"""Thanks, Alexei!""",Happy
"""I'm glad we were able to resolve this issue.""",Happy
"""Best regards, Richard""",Happy
"""Fixed in svn revision 533916.  thanks, dims""",Happy
"""Thanks Hairong!""",Happy
"""Thanks [~cnauroth] & [~tomwhite] for the reviews!""",Happy
"""Hi Bruno,  I like it, seems to work well at 1st glance  Thanks!""",Happy
"""Thanks Elena.""",Happy
"""Best regards, Richard""",Happy
"""Thank you Jing for the review.""",Happy
"""Thanks a lot Subin.""",Happy
"""Thanks Bilgin,  it is working fine now.""",Happy
"""Sweet :) You got there before me""",Happy
"""This is quality work.""",Happy
"""Best regards, Andrew""",Happy
"""In fact, if you happen to know why ObserverHammerQuorumTest is failing with this latest patch, I'd love to hear.""",Happy
"""Owen, thanks for the slides.""",Happy
"""I would love to have it right now for storm too. If you want me to sign up as a use case I am happy to.""",Happy
"""Thanks Ilya.""",Happy
"""Thanks Martina.""",Happy
"""Thank you Ravi.""",Happy
"""thanks edgar for finding this one!""",Happy
"""Thanks for the quick patching Donald!""",Happy
"""Thanks Jimmy.""",Happy
"""I like Richards update as well :) What I did was out of pure anger so it may not have been the sexiest.""",Happy
"""thanks, nandana""",Happy
"""I really like what I am seeing so far.""",Happy
"""Thanks a lot, Kiran for the patch.""",Happy
"""+1, thanks Tom!""",Happy
"""Great investigations Doron!""",Happy
"""Thanks Oliver, that's fixed it. """,Happy
"""Thank you.""",Happy
"""Aha,, thanks for the information. That makes sense. Glad to hear that it helped! :)""",Happy
"""Thanks for the patch Niall, +1""",Happy
"""Thanks for the patch Erik (and Jon)""",Happy
"""Thanks Ivan.""",Happy
"""This patch really helped.""",Happy
"""Thanks Tom.""",Happy
""":)  Best regards, Fabian.""",Happy
"""Thanks Kathey.""",Happy
"""Thanks a lot, Jon for signing up this.""",Happy
"""Thanks, JinJie!""",Happy
"""Thanks, Joseph!""",Happy
"""Thanks Alejandro .""",Happy
"""Thanks again for this really great patch, Andrew.""",Happy
"""Thank you, + Harit Himanshu   """,Happy
"""Thanks, Mayank""",Happy
"""Megan, Glad to be of service : )""",Happy
"""Thanks for taking care of this, Alejandro.""",Happy
"""Thanks Thomas!""",Happy
"""Thanks Stepan.""",Happy
"""Thanks Brock!""",Happy
"""Thank you for the patch Sergey. """,Happy
"""bq. First of welcome :) Thank you. """,Happy
"""Adrian,  thanks for the patch: rev.""",Happy
"""Forgot to mention:  Thanks to Alejandro and his team for pointing this one...""",Happy
"""Thank you very much for your effort David.""",Happy
"""Hi Atul, that looks good at a first glace.""",Happy
"""@mahadev - I would love to help test a patch :) I'm currently using 3.3.1 + ZOOKEEPER-744 + ZOOKEEPER-790, applied in that order.""",Happy
"""Thanks Tom!""",Happy
"""I want to integrate the sweet sweet logo Andrew crafted.""",Happy
"""Thanks Doug for the change.""",Happy
"""thanks again Uwe""",Happy
"""Thanks, Sravya!""",Happy
"""Thanks Suresh.""",Happy
"""Hi James,  This patch has been applied by chirino in the revision 576522  at Sep 17.""",Happy
"""Hello,  Thanks a lot!  It works.  Lisa """,Happy
"""Regex is your friend.""",Happy
"""Thank you very much, Richard.""",Happy
"""Thanks for looking into this Suresh.""",Happy
"""Thanks for your comments, Konstantin.""",Happy
"""Best regards,  Andrew""",Happy
"""Thanks a lot for your help!""",Happy
"""Please contact me if you need any clarifications.""",Happy
"""Thank you!""",Happy
"""Thanks for spotting this, fixed at r487519""",Happy
"""Thanks, Amar!""",Happy
"""Thanks, Adrian!""",Happy
"""Thank you Jing.""",Happy
"""Thanks, Tom""",Happy
"""Excellent work, Doğacan - thank you.""",Happy
"""Thanks Ravi.""",Happy
"""Thanks, Oliver!""",Happy
"""Thanks Areek, patch looks good!""",Happy
"""Hi Henry, Thanks for checking it out.  """,Happy
"""Thanks Bob your patch is in trunk at r932317""",Happy
"""A pleasure :>.""",Happy
"""I love a solution that's simpler and easier to understand than the original.""",Happy
"""Thanks for providing the patch.""",Happy
"""Brilliant feedback, thanks! I'm glad you found the issue, and the solution!""",Happy
"""ahhh sweet, i'm guessing you have an IDE that does this? If the tests pass commit, this kinda crap goes out of date too fast!""",Happy
"""Thanks Richard,  Patch applied to NIO_CHAR module java.nio.CharsetEncoder at repo revision 389784.""",Happy
"""Thanks Christian.""",Happy
"""Thanks for your patience. """,Happy
"""Taking it over  Thanks, Mayank""",Happy
"""Thanks Dianne!""",Happy
"""Hi Sagara,  Thank you very much for looking into this.""",Happy
